"score","a","b","doubtful","sex","length_cm","length_type","r2","sd_b","sd_log10_a","n","country","locality","species","family","length_cm_min","length_cm_max"
0.97,0.016,2.88,"","mixed","7.0- 24.0","TL",0.974,NA,NA,1944,"Nigeria","Epe Lagoon, 2001-03","Clarias gariepinus","Clariidae",7,24
0.97,0.0149,2.945,"","unsexed","20.6- 64.8","SL",0.966,NA,NA,117,"South Africa","estuaries, 1993-99","Clarias gariepinus","Clariidae",20.6,64.8
0.96,0.008,2.967,"","unsexed","18.2- 47.0","TL",0.959,2.638,NA,179,"Turkey","Hatay Region, Mar-May 2003","Clarias gariepinus","Clariidae",18.2,47
0.97,0.00791,2.971,"","unsexed","12.0- 50.0","TL",0.97,NA,NA,187,"Benin","Ouémé River Basin, 1999-2001","Clarias gariepinus","Clariidae",12,50
0.97,0.008,2.983,"","unsexed","","TL",0.968,NA,NA,81,"Zambia","Bangweulu swamps, 1994-96","Clarias gariepinus","Clariidae",NA,NA
0.6,0.00731,2.992,"","male","","",NA,NA,NA,605,"South Africa","Elands River, Transvaal","Clarias gariepinus","Clariidae",NA,NA
0.5,0.0105,3.013,"","unsexed","","SL",NA,NA,NA,NA,"Zambia","Lake Kariba","Clarias gariepinus","Clariidae",NA,NA
0.96,0.0105,3.02,"","unsexed","8.5- 40.2","SL",0.96,NA,NA,450,"Nigeria","Zaria","Clarias gariepinus","Clariidae",8.5,40.2
0.98,0.00617,3.04,"","mixed","16.3- 110.0","TL",0.98,NA,NA,918,"Ethiopia","Lake Awassa","Clarias gariepinus","Clariidae",16.3,110
0.7,0.0054,3.092,"","unsexed","21.4- 103.0","TL",NA,NA,NA,194,"Tanzania","Mwanza and Speke Gulfs, Lake Victoria, 1988-90","Clarias gariepinus","Clariidae",21.4,103
0.5,0.00473,3.122,"","unsexed","","",NA,NA,NA,NA,"Malawi","Shire Valley","Clarias gariepinus","Clariidae",NA,NA
0.96,0.003,3.169,"","unsexed","","",0.96,NA,NA,165,"South Africa","Pongolo floodplains","Clarias gariepinus","Clariidae",NA,NA
0.94,0.0032,3.214,"","unsexed","16.5- 44.3","FL",0.941,NA,NA,19,"Kenya","Lake Baringo, 2004-05","Clarias gariepinus","Clariidae",16.5,44.3
0.98,0.0016,3.228,"","unsexed","","",0.98,NA,NA,242,"South Africa","P.K. le Roux Dam","Clarias gariepinus","Clariidae",NA,NA
0.98,0.0028,3.254,"","unsexed","","",0.98,NA,NA,NA,"South Africa","Hendrik Verwoerd Dam","Clarias gariepinus","Clariidae",NA,NA
0.95,0.0192,2.75,NA,"unsexed","16.8- 27.9","TL",0.946,0.24,0.3243,34,"Malaysia","Pahang River / 2005-2006","Clarias leiacanthus","Clariidae",16.8,27.9
0.83,0.0114,2.945,NA,"mixed","19.4- 31.0","TL",0.828,NA,NA,256,"Malaysia","North Kerian, Perak","Clarias macrocephalus","Clariidae",19.4,31
0.96,0.0025,3.367,NA,"unsexed","16.5- 27.2","TL",0.958,NA,NA,96,"Nigeria","Qua Iboe River","Clarias macromystax","Clariidae",16.5,27.2
0.5,0.009,2.96,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"Botswana","Okavango Delta","Clarias ngamensis","Clariidae",NA,NA
0.5,0.00286,3.285,NA,"unsexed",NA,"",NA,NA,NA,NA,"Malawi","Lake Malawi","Clarias ngamensis","Clariidae",NA,NA
0.97,0.008,2.983,NA,"unsexed",NA,"TL",0.966,NA,NA,81,"Zambia","Bangweulu swamps, 1994-96","Clarias stappersii","Clariidae",NA,NA
0.96,0.01,3.18,NA,"unsexed",NA,"SL",0.962,NA,NA,96,"Zambia","Bangweulu swamps, 1994-96","Clarias theodorae","Clariidae",NA,NA
0.96,0.0343,2.87,NA,"unsexed","13.0- 56.0","SL",0.962,NA,NA,24,"Burkina Faso","Bougouriba, Volta River, 1980-81","Clarotes laticeps","Claroteidae",13,56
0.98,0.0264,2.7,NA,"mixed","16.0- 38.0","TL",0.976,NA,NA,2422,"Russia","Peter the Great Bay, Sea of Japan","Cleisthenes herzensteini","Pleuronectidae",16,38
0.5,0.0375,2.82,NA,"female","","",NA,NA,NA,NA,"China","Yellow Sea,Bo Hai Sea and N. East China Sea, 1978-85","Cleisthenes herzensteini","Pleuronectidae",NA,NA
0.5,0.012,3.01,NA,"male","","",NA,NA,NA,NA,"China","Yellow Sea,Bo Hai Sea and N. East China Sea, 1978-85","Cleisthenes herzensteini","Pleuronectidae",NA,NA
0.7,0.00538,3.166,NA,"mixed","18.0- 47.0","TL",NA,NA,NA,1958,"Russia","Peter the Great Bay","Cleisthenes herzensteini","Pleuronectidae",18,47
0.98,0.0021,3.469,NA,"unsexed","11.3- 38.6","TL",0.978,0.047,0.0669,463,"Korea (South)","Gyeongsangbuk-do coast / 2011-2012","Cleisthenes pinetorum","Pleuronectidae",11.3,38.6
0.98,0.0572,3.03,NA,"unsexed","2.8- 6.8","SL",0.98,0.13,0.0835,50,"French Guiana","2011-2012","Cleithracara maronii","Cichlidae",2.8,6.8
0.95,0.01054,3.153,NA,"unsexed","22.0- 62.0","TL",0.95,NA,NA,656,"Russia","Pacific off the Kuril Islands and Kamchatka/1993-2000","Clidoderma asperrimum","Pleuronectidae",22,62
0.98,0.008,3.165,NA,"male","16.5- 31.2","TL",0.984,0.147,0.301,35,"Korea (South)","South coast of Korea / 2009-2011","Clidoderma asperrimum","Pleuronectidae",16.5,31.2
0.99,0.008,3.169,NA,"mixed","15.5- 42.1","TL",0.989,0.086,0.058,102,"Korea (South)","South coast of Korea / 2009-2011","Clidoderma asperrimum","Pleuronectidae",15.5,42.1
0.98,0.008,3.17,NA,"female","15.5- 42.1","TL",0.978,0.101,0.058,67,"Korea (South)","South coast of Korea / 2009-2011","Clidoderma asperrimum","Pleuronectidae",15.5,42.1
0.6,0.0229,3.16,NA,"mixed",NA,"SL",NA,NA,NA,944,NA,"Helby Island (48°51'N, 125°10'W), Barkley Sound","Clinocottus globiceps","Cottidae",NA,NA
0.96,0.0186,3.036,NA,"unsexed","2.0- 13.5","SL",0.963,NA,NA,216,"South Africa","estuaries, 1993-99","Clinus superciliosus","Clinidae",2,13.5
0.5,0.0127,2.912,NA,"unsexed",NA,NA,NA,NA,NA,NA,"Chile","Coquimbo","Clupea bentincki","Clupeidae",NA,NA
0.5,0.00351,3.306,NA,"unsexed",NA,NA,NA,NA,NA,NA,"Chile","Talcahuano","Clupea bentincki","Clupeidae",NA,NA
0.7,0.06618,2.372,"","mixed","21.5- 28.5","",NA,NA,NA,NA,"UK","East Anglia, 1933","Clupea harengus","Clupeidae",21.5,28.5
0.5,0.04108,2.501,"","unsexed","","",NA,NA,NA,NA,"UK","English Channel, January 1914-1915","Clupea harengus","Clupeidae",NA,NA
0.5,0.0421,2.52,"","unsexed","","",NA,NA,NA,NA,"UK","North Shields, 1910-1913","Clupea harengus","Clupeidae",NA,NA
0,0.0195,2.72,"yes","unsexed","","",NA,NA,NA,NA,"UK Engld Wal","Clyde stock","Clupea harengus","Clupeidae",NA,NA
0.99,0.0121,2.778,"","unsexed","","",0.994,NA,NA,NA,"Finland","Bothnian Sea (Baltic Sea)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0149,2.81,"","unsexed","","",NA,NA,NA,NA,"Norway","Norwegian stock","Clupea harengus","Clupeidae",NA,NA
0.95,0.0129,2.856,"","mixed","8.0- 33.0","TL",0.949,0.646,2.0749,2126,"USA","Atlantic coast (winter)","Clupea harengus","Clupeidae",8,33
1,0.0089,2.875,"","unsexed","","",1,NA,NA,NA,"Finland","Bothnian Bay (Baltic Sea)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00972,2.903,"","unsexed","","",NA,NA,NA,NA,"","Southern Gulf of St. Lawrence","Clupea harengus","Clupeidae",NA,NA
0.97,0.0076,2.925,"","unsexed","3.8- 28.8","TL",0.97,NA,NA,91,"","North Sea / (May) 1996-2006","Clupea harengus","Clupeidae",3.8,28.8
0.96,0.0103,2.96,"","female","25.5- 38.3","TL",0.957,NA,NA,168,"Iceland","southern coasts, 1999","Clupea harengus","Clupeidae",25.5,38.3
0.5,0.00667,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (March)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00746,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (April)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00793,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (October)","Clupea harengus","Clupeidae",NA,NA
0.5,0.008,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (January)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00807,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (December)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00823,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (February)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00843,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (November)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00847,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (May)","Clupea harengus","Clupeidae",NA,NA
0.5,0.009,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (September)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00988,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (June)","Clupea harengus","Clupeidae",NA,NA
0.5,0.01023,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (July)","Clupea harengus","Clupeidae",NA,NA
0.5,0.01117,2.978,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","Hebrides (August)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00863,2.978,"","unsexed","","",NA,NA,NA,NA,"UK Scotland","Hebrides (annual mean)","Clupea harengus","Clupeidae",NA,NA
0.94,0.00939,2.979,"","mixed","4.0- 34.0","TL",0.94,0.738,2.3975,3779,"USA","Atlantic coast (autumn)","Clupea harengus","Clupeidae",4,34
0.5,0.006,3,"","unsexed","","TL",NA,NA,NA,NA,"Sweden","Baltic, ICES subdiv. 25-27, 1992","Clupea harengus","Clupeidae",NA,NA
0.5,0.0075,3,"","unsexed","","TL",NA,NA,NA,NA,"Norway","Atlanto-Scandian stock","Clupea harengus","Clupeidae",NA,NA
0.97,0.00934,3,"","female","25.0- 39.0","TL",0.97,NA,NA,283,"Iceland","southern coasts, 2000","Clupea harengus","Clupeidae",25,39
0,0.00625,3.001,"yes","juvenile","16.0- 24.5","TL",NA,NA,NA,NA,"Norway","northern coast","Clupea harengus","Clupeidae",16,24.5
0.5,0.00791,3.008,"","unsexed","","",NA,NA,NA,NA,"UK No Ireld","Northwest Ireland and South Minch (annual mean)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00673,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (March)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00676,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (April)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00698,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (February)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00706,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (January)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00742,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (May)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00746,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (December)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00754,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (November)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00835,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (October)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0084,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (June)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00917,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (September)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00945,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (July)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0096,3.008,"","unsexed","","TL",NA,NA,NA,NA,"UK No Ireld","NW Ireland and South Minch (August)","Clupea harengus","Clupeidae",NA,NA
1,0.0062,3.019,"","unsexed","","",0.996,NA,NA,NA,"Finland","Gulf of Finland (Baltic Sea)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00634,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (April)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00636,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (March)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00652,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (February)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00664,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (January)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00701,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (December)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00705,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (May)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00724,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (November)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00757,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (October)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00798,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (June)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00858,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (September)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00881,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (July)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00897,3.026,"","unsexed","","TL",NA,NA,NA,NA,"UK Scotland","North Minch (August)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00742,3.026,"","unsexed","","",NA,NA,NA,NA,"UK Scotland","North Minch (annual mean)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00804,3.03,"","unsexed","","",NA,NA,NA,NA,"UK Scotland","Buchan stock","Clupea harengus","Clupeidae",NA,NA
0.96,0.00752,3.031,"","mixed","5.0- 37.0","TL",0.964,0.59,1.8539,7101,"USA","Atlantic coast (spring)","Clupea harengus","Clupeidae",5,37
0.97,0.0057,3.039,"","unsexed","5.3- 33.3","TL",0.972,NA,NA,156,"","North Sea / (April) 1996-2004","Clupea harengus","Clupeidae",5.3,33.3
0.99,0.0046,3.079,"","unsexed","9.3- 39.3","TL",0.987,NA,NA,631,"","North Sea / (March) 1997-2000","Clupea harengus","Clupeidae",9.3,39.3
0.6,0.00584,3.088,"","unsexed","","",NA,NA,NA,20,"UK","English Channel, December 1914-1915","Clupea harengus","Clupeidae",NA,NA
0.98,0.0049,3.089,"no","juvenile","13.0- 25.6","TL",0.978,NA,NA,NA,"Germany","Western Baltic, 1900","Clupea harengus","Clupeidae",13,25.6
0.5,0.00603,3.09,"","unsexed","","",NA,NA,NA,NA,"UK Scotland","North Rona and North Sea (annual mean)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0051,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (April)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0052,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (March)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00538,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (February)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00589,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (January)","Clupea harengus","Clupeidae",NA,NA
0.5,0.006,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (December)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00604,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (May)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0061,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (July)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0062,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (September)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00626,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (November)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00634,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (October)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00667,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (August)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00669,3.09,"","unsexed","","TL",NA,NA,NA,NA,"","North Rona and all North Sea (June)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00633,3.1,"","unsexed","","",NA,NA,NA,NA,"UK Engld Wal","Downs stock","Clupea harengus","Clupeidae",NA,NA
0,0.00422,3.12,"yes","juvenile","9.8- 14.9","TL",NA,NA,NA,NA,"UK","Firth of Clyde, (Nov & Feb, 1939)","Clupea harengus","Clupeidae",9.8,14.9
0.5,0.00613,3.13,"","unsexed","","",NA,NA,NA,NA,"Isle of Man","Manx stock","Clupea harengus","Clupeidae",NA,NA
0.5,0.00535,3.144,"","unsexed","","",NA,NA,NA,NA,"UK Engld Wal","Banks stock","Clupea harengus","Clupeidae",NA,NA
0.5,0.00553,3.15,"no","unsexed","","",NA,NA,NA,NA,"UK","Dunmore stock","Clupea harengus","Clupeidae",NA,NA
0.99,0.0041,3.159,"","unsexed","","",0.99,NA,NA,NA,"Finland","Archipelago Sea, Åland Sea, north. Baltic Sea proper","Clupea harengus","Clupeidae",NA,NA
0.99,0.0038,3.164,"","unsexed","4.8- 39.3","TL",0.986,NA,NA,9854,"","North Sea / (Quarter 1) 1996-2008","Clupea harengus","Clupeidae",4.8,39.3
0.98,0.0042,3.178,"","unsexed","3.8- 39.3","TL",0.977,NA,NA,27423,"","North Sea / 1996-2008","Clupea harengus","Clupeidae",3.8,39.3
0.99,0.0036,3.184,"","unsexed","4.8- 34.8","TL",0.985,NA,NA,4409,"","North Sea / (January) 1996-2008","Clupea harengus","Clupeidae",4.8,34.8
0.98,0.0043,3.188,"","unsexed","3.8- 33.3","TL",0.983,NA,NA,1761,"","North Sea / (Quarter 2) 1996-2006","Clupea harengus","Clupeidae",3.8,33.3
0.5,0.00453,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (April)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00459,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (March)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00465,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (May)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00487,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (December)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00499,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (June)","Clupea harengus","Clupeidae",NA,NA
0.5,0.005,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (January)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00508,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (October)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0051,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (November)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00511,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (July)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00515,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (February)","Clupea harengus","Clupeidae",NA,NA
0.5,0.0052,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (September)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00531,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (August)","Clupea harengus","Clupeidae",NA,NA
0.5,0.00497,3.192,"","unsexed","","TL",NA,NA,NA,NA,"UK","Irish Sea and Clyde (annual mean)","Clupea harengus","Clupeidae",NA,NA
0.5,0.004,3.22,"","unsexed","","",NA,NA,NA,NA,"France","East and West Channel","Clupea harengus","Clupeidae",NA,NA
0.99,0.00322,3.22,"","mixed","7.0- 37.0","TL",0.991,0,0.0068,20165,"","North Sea, Sub-area IV, Divisions VIId and IIIa","Clupea harengus","Clupeidae",7,37
0.99,0.0038,3.238,"","unsexed","4.8- 31.3","TL",0.991,NA,NA,1514,"","North Sea / (June) 1996-2004","Clupea harengus","Clupeidae",4.8,31.3
0.96,0.0036,3.245,"","female","6.3- 39.8","TL",0.96,NA,NA,22081,"","North Sea / 1994-2009","Clupea harengus","Clupeidae",6.3,39.8
0.99,0.0029,3.253,"","unsexed","7.3- 39.8","TL",0.989,NA,NA,5749,"","North Sea / (February) 1996-2008","Clupea harengus","Clupeidae",7.3,39.8
0.99,0.0037,3.258,"","unsexed","6.8- 32.8","TL",0.989,NA,NA,2330,"","North Sea / (August) 1996-2007","Clupea harengus","Clupeidae",6.8,32.8
0.96,0.0035,3.259,"","male","6.3- 39.8","TL",0.955,NA,NA,22027,"","North Sea / 1994-2009","Clupea harengus","Clupeidae",6.3,39.8
0.99,0.0033,3.291,"","unsexed","4.8- 34.3","TL",0.986,NA,NA,11796,"","North Sea / (Quarter 3) 1996-2007","Clupea harengus","Clupeidae",4.8,34.3
0.99,0.0032,3.302,"","unsexed","4.8- 34.3","TL",0.987,NA,NA,8655,"","North Sea / (July) 1996-2007","Clupea harengus","Clupeidae",4.8,34.3
0.92,0.003,3.323,"","unsexed","6.3- 33.8","TL",0.92,NA,NA,4012,"","North Sea / (Quarter 4) 1996-2006","Clupea harengus","Clupeidae",6.3,33.8
0.5,0.00255,3.328,"","unsexed","","",NA,NA,NA,NA,"","Southern Gulf of St. Lawrence","Clupea harengus","Clupeidae",NA,NA
0.98,0.0027,3.338,"","unsexed","4.8- 31.8","TL",0.975,NA,NA,811,"","North Sea / (September) 1996-2006","Clupea harengus","Clupeidae",4.8,31.8
0.99,0.00215,3.35,"","mixed","10.5- 30.5","TL",0.989,0.02,0.0336,909,"","Western Baltic Sea, Subdivisions 22-24 and Division IIIa","Clupea harengus","Clupeidae",10.5,30.5
0.7,0.00177,3.422,"","juvenile","15.9- 27.7","TL",NA,NA,NA,NA,"Norway","northern coast","Clupea harengus","Clupeidae",15.9,27.7
0.6,0.00268,3.5,"","male","","SL",NA,NA,NA,100,"UK","UK waters, 1927","Clupea harengus","Clupeidae",NA,NA
0,1e-04,4.443,"yes","mixed","15.0- 25.0",NA,0.988,NA,NA,NA,"Russia","White Sea","Clupea pallasii marisalbi","Clupeidae",15,25
0.97,0.0238,2.862,NA,"unsexed","","",0.97,NA,NA,236,"USA","North Puget Sound, Washington","Clupea pallasii pallasii","Clupeidae",NA,NA
0.99,0.0093,3.022,NA,"mixed","19.0- 31.0","FL",0.989,NA,NA,NA,"Russia","Sea of Okhotsk","Clupea pallasii pallasii","Clupeidae",19,31
0.98,0.00448,3.127,NA,"unsexed","16.9- 32.7","FL",0.978,NA,NA,82,"Canada","Liverpool Bay (69°50'N, 130°20'W), 1991","Clupea pallasii pallasii","Clupeidae",16.9,32.7
0.5,0.00428,3.232,NA,"unsexed","","",NA,NA,NA,NA,"USA","San Francisco Bay, California","Clupea pallasii pallasii","Clupeidae",NA,NA
0.99,0.0571,2.337,NA,"mixed","15.0- 21.0","FL",0.988,NA,NA,172,"Russia","Pechorsky Bay/1941","Clupea pallasii suworowi","Clupeidae",15,21
0.99,0.0185,2.77,NA,"mixed","14.0- 21.0","FL",0.986,NA,NA,187,"Russia","Pechorsky Bay/1941","Clupea pallasii suworowi","Clupeidae",14,21
0.82,0.0034,3.38,NA,"unsexed","8.9- 10.7","TL",0.819,0.152,NA,20,"Turkey","Büyükçekmece Dam, Marmara region, 1995 (May-Oct.)","Clupeonella cultriventris","Clupeidae",8.9,10.7
0,0.00042,4.204,"yes","mixed","7.0- 12.0","FL",0.904,NA,NA,415,"Russia","Caspian Sea/1974-1982","Clupeonella engrauliformis","Clupeidae",7,12
0.95,0.0066,3.103,NA,"mixed","7.0- 12.0","FL",0.947,NA,NA,NA,"Russia","Central and Southern Caspian Sea","Clupeonella grimmi","Clupeidae",7,12
0.98,0.0056,3.1,NA,"unsexed","5.4- 36.6","TL",0.98,0.11,NA,48,"India","Gomti River / 2007-2009","Clupisoma garua","Schilbeidae",5.4,36.6
0.95,0.0118,2.71,NA,"unsexed","11.8- 19.5","TL",0.95,0.25,0.2937,30,"China","Lancang River / 2007","Clupisoma sinense","Schilbeidae",11.8,19.5
0.81,0.0151,3.02,NA,"male","1.4- 2.7","SL",0.81,0.07,NA,NA,"Portugal","Santa Lucía river basin, 2004-2005","Cnesterodon decemmaculatus","Poeciliidae",1.4,2.7
0.92,0.0162,3.28,NA,"mixed","1.4- 3.5","SL",0.924,0.04,NA,NA,"Portugal","Santa Lucía river basin, 2004-2005","Cnesterodon decemmaculatus","Poeciliidae",1.4,3.5
0.93,0.0166,3.29,NA,"female","1.4- 3.5","SL",0.931,0.03,NA,NA,"Portugal","Santa Lucía river basin, 2004-2005","Cnesterodon decemmaculatus","Poeciliidae",1.4,3.5
0.95,0.0174,2.525,NA,"unsexed","5.3- 19.6","TL",0.953,0.175,0.1542,53,"Turkey","2011-2013","Cobitis bilseli","Cobitidae",5.3,19.6
0.97,0.00612,2.799,NA,"mixed",NA,"SL",0.972,0.429,NA,68,"Spain","River Lozoya, Tajo Basin, 1990 (July)","Cobitis calderoni","Cobitidae",NA,NA
0.95,0.0018,3.397,NA,"mixed",NA,"",0.948,NA,NA,NA,"Spain","Ebro River basin, 2005-06","Cobitis calderoni","Cobitidae",NA,NA
0.88,0.0039,3.198,NA,"unsexed","4.9- 13.3","TL",0.88,0.215,0.2688,NA,"Croatia","freshwaters","Cobitis elongata","Cobitidae",4.9,13.3
0.95,0.006,2.983,NA,"unsexed","2.5- 10.3","SL",0.953,0.133,0.0792,93,"China","Irtysh River / 2013","Cobitis elongatoides","Cobitidae",2.5,10.3
0.7,0.0061,3.041,NA,"unsexed","5.2- 14.6","TL",NA,0.334,0.4429,NA,"Croatia","freshwaters","Cobitis elongatoides","Cobitidae",5.2,14.6
0.92,0.00071,2.99,NA,"unsexed","3.4- 8.0","TL",0.92,0.26,0.1655,16,"Iran",NA,"Cobitis keyvani","Cobitidae",3.4,8
0.88,0.0053,3.125,NA,"mixed","4.0- 10.0","TL",0.88,NA,NA,107,"Iran",NA,"Cobitis linea","Cobitidae",4,10
